2,مجنس
101,Rio2016
5,معنديش
19,وسخه
2,يخليني
4,افرح
1,بايسط
11,طريقه
28,يستر
1,المدبحه
99,بجد
20,الصحه
1,هتقدر
65,كتير
10,مبقاش
1,منطق
1,لمقاومه
7,بابا
13,فرحان
42,الزمالك
3,كسبان
52,عارفه
67,علشان
4,ازعل
3,وحاسه
14,بالي
1,عقوق
2,الوالدين
1,هيجيلي
2,انفصام
18,يروح
1,عالانستجرام
6,يالا
151,D
1,انشرو
40,♥
72,الاهلي
11,جوايا
92,خوف
52,كلمه
12,الظروف
36,تبقي
2,طريقي
10,اغفر
2,لاغلي
3,غابوا
96,الدنيا
9,ارحمهم
1,احشرهم
2,زمره
2,المتحابين
45,فيك
14,اجعل
1,ملتقاني
4,الفردوس
12,الاعلي
1,حوتان
2,التميمي
48,طب
4,نتغير
8,كوسوفو
4,تحصد
30,مشاركه
18,ليها
19,طريق
1,مايليندا
5,جابت
3,56
3,كجم
11,جودو
50,عندنا
5,ملعب
2,بتقوله
2,وعندنا
2,بلايستيشن
36,ودي
20,مفاجاه
8,وبس
11,مبسوط
1,لبنتين
1,بتجربتهم
1,بتشجيع
10,تستطيع
2,تستقيم
2,بحياه
5,مريحه
2,نفسيا
3,تشاهد
2,المصائب
5,يعيشها
91,اهل
22,حسبنا
44,ونعم
41,الوكيل
13,ارفع
3,عنهم…
6,الفكره
1,كبعثه
4,جمهوريه
36,العربيه
43,داخله
4,افتاحيه
13,نكون
3,رافعين
172,السعوديه
1,لابويا
13,عربيه
1,ب2
36,مليون
54,قال
20,غريبه
75,اوي
11,اهالي
3,الرويس
1,يناشدون
15,الملك
14,وقف
1,ازاله
7,الحي
1,بدعوي
2,عشوائي
2,الاراضي
19,حي
1,صكوك
1,الع…
20,حول
21,قوه
53,يصبرهم
34,ليش
28,طلع
1,خيمس
1,رودريغز
1,بالرسميات
1,نشوفه
1,بالوديات
117,لاعب
2,مظلوم
3,شفته
9,مدريد
1,لحنين
2,بوصله
1,تشير
22,اليك
6,عاوزين
2,تنميه
1,بشريه
6,هزار
1,بوزيتيف
1,اينيرجي
1,مدهشه
1,fake
6,اتفرجوا
32,عمري
29,بحب
37,الرياضه
14,عامه
52,لعبه
11,اتابع
5,فارق
21,معايا
51,مين
9,يكسب
36,الدول
10,والقلب
1,متلهف
1,لنعيم
1,سرمدي❤️
4,حلمك
1,ياعمر
1,يالطفي
27,حقيقه
1,واسم
9,مالي
19,الكون
2,بيكبر
12,شوف
28,كام
2,يمنح
1,احبائنا
38,يمكن
15,يوجد
9,خلال
1,نسيان
5,اولئك
4,فقدوا
2,حبهم
49,لـ
19,معني
3,في…
5,سلامه
63,قلبك
16,الخبر
26,بيقول
50,بنت
1,برازيليه
1,بتعلب
1,غطس
1,طردوها
2,نامت
5,تجديف
1,برازيلي
1,اوضته
3,القريه
19,الاوليمبيه
1,والولاء
5,سيدي
6,السلطان
1,قابوس
5,حفظه
3,ومتعه
1,بموفور
7,والعافيه
3,والعمر
1,المديد
3,kuw
4,مشكور
1,وضاح
1,عالموقع
1,المؤثر
3,يكثر
1,امثالك
84,احبك
58,عندما
1,تبكين
4,واحب
15,وجهك
1,غائما
1,وحزينا
17,النساء
1,وجوهن
40,جميله
4,وتصير
3,يبكين
6,تنسي
9,بينا
1,قوام
6,الكهرباء
2,تستمر
2,معاقبه
1,المواطنين
2,صيف
17,الرياض
12,لاخوانا
1,وزدهم
3,وثباتا
3,وعليك
1,باعداء
23,الدين
2,اجمعين
8,طال
12,ليل
3,الظالمين
1,فارنا
20,فيهم
2,عجائب
2,قدرتك
8,58
1,اخترتك
9,حبا
5,لقلبي
9,تكن
2,بغيابك
9,وجعا
4,ومازلت
11,عشقا
1,فرفقا
4,بقلب
1,عشقك
1,اسعدني
4,حظي
1,بسماع
8,معلق
21,النيل
14,لرياضه
3,لرفع
37,الاثقال
1,الاوليمبياداحا
1,خالتها
4,صاحبتي
2,ويربط
17,قلوبهم
2,وينتقم
2,الفجره
8,السورين
2,يرحمهم
14,برحمته
12,تراجف
13,ايديني
27,البرد
15,وقول
8,يطول
9,البعد
2,وتسج
48,مني
3,وياخذ
6,مكانك
83,شخص
2,مهوب
2,يسواك
49,النهارده
6,والعرب
38,دايما
6,فرحانين
5,يفتح
3,الموقع
2,ويشوف
1,غياباته
5,alnsr
6,قائد
1,محنك
11,خلق
12,عالي
6,محبوب
20,الجميع
2,ويستاهل
19,سعاده
6,الواء
23,جمال
1,الخشرمي
4,وتقدير
2,واحترام
2,رايتك
5,لمره
3,الالف
21,تغير
1,النبضه
12,اشعر
1,اراك❤️
48,الاول
22,رجل
20,يستحق
24,تبكي
4,اجله
1,تصدقي
13,حزين
2,لفراقك
35,دائما
4,شرقي
3,بديل
4,نزار
2,قباني
3,KIDS
3,يعجز
7,السان
1,وصف
34,حال
61,سوريا
68,انهم
3,مغلوبون
5,فانصرهم
9,سوريه
13,مؤلمه
6,حمص
12,الثوره
69,…
1,فظ
1,اظهارخان03452498306
1,0302070292
10,ادخل
26,تويتر
57,مو
1,حسابك
5,الست
1,لقاضي
12,اشوفه
78,3
4,ثواني
8,ابني
1,معملش
5,خدوا
41,عليا
4,اقرار
1,زل
6,القسوه
1,لاتكون
1,عنوان
2,لقلوب
2,الميته
23,القلوب
1,تنبض
1,بالجمال
12,والحب
6,لكنها
3,تقسو
24,لانها
27,خائفه
6,اعاده
5,تجربه
1,اناني
3,يمت
1,بعراقه
1,اجيال
7,ارسنال
2,هنري
4,يهين
6,كلامه
1,وفينجر
1,افعاله
5,مؤخرا
40,امي
21,حسن
1,غمازاتها
4,مغلوب
3,امري
2,حجازي
15,طويل
4,مستغرب
7,طيران
22,الامارات
24,ذوق
2,وخدمه
4,متازه
1,وتعويض
1,المتضر
1,وسرعه
4,الخدمه
11,الامام
1,تسال
16,عيوني
8,حدود
1,التمني
10,قالت
6,لقي
1,وجلسه
1,قبالك
1,198masacre
21,نظام
1,استبدادي
8,درجه
3,اولي
13,لابد
9,بقوه
2,وغضب
2,العلوقيه
20,دخلت
5,نبدا
3,ونعمل
42,دهب
1,معلومتين
3,الماشي
6,مروان
6,رجب
1,مكمل
38,اليد
1,هايتغير
1,اكتوبر
11,تعليق
17,الامل
5,التاهل
10,لدور
15,الثاني
2,سذاجه
31,تقول
12,فتاه
2,توفيت
12,اثناء
3,ولادتي
1,فاخذت
67,اخر
1,انفاسها
1,تاملوه
2,جيدا
55,لحد
13,عرفت
2,قبائلا
2,كرسمك
13,تجد
2,الواني
16,الارجنتين
7,خرجت
20,منافسات
54,كره
26,القدم
1,اتعادلت
4,الهندوراس
1,اتاهلت
1,بفرق
1,الاهداف
1,Fotbal
22,كسم
11,ياعم
27,قلت
1,فاحترم
1,الميثاق
1,واحمل
2,الامانه
3,واصدق
1,التبعه
1,واوف
7,بهذا
1,العقد
23,انتوا
1,ابتديتوا
1,تزايدوا
122,احمد
45,زويل
13,انتو
1,صراصير
45,احساس
221,الناس
1,ضغطهم
4,وخصوصا
1,يبضايقوا
19,تعلم
3,الاكتفاء
6,عرف
68,10
1,واعلموا
5,احرار
4,القطيف
1,بانا
88,قلوبنا
1,وسيوفنا
1,مسلوله
2,عهدا
3,تكونوا
2,المواجه
5,و…
1,Copied
23,عامل
44,نفسه
5,بنها
2,اشمعني
8,عمرك
6,فكرت
4,السر
13,ورا
6,جمله
45,نفسك
18,السب
18,15
2,ستاد
4,القاهره
1,هتفشل
4,واضحه
3,يسلمك
4,ومو
1,ابدارجوك
3,كوني
5,معاي
1,l
1,bana
18,برضو
77,كمان
4,معاكي
23,الحاجات
1,ياسبحان
47,معقول
1,هيدفع
7,لبعض
1,فالسجن
67,ماتش
2,لتاريخ
1,الباشمهندس
4,ديلبوترو
5,يفوز
1,بمجموعتين
37,افضل
6,مباريات
10,التنس
4,tenis
1,maher
2,بمتحن
68,✋
5,رفيق
4,السوء
1,البعوض
18,تحس
1,السع
13,مصطفي
1,المنفلوطي
1,اليڤل
2,وصلتله
14,الوسخه
30,عنده
3,معلومات
3,المعتوه
13,ابقي
36,اعرف
1,قيمتك
19,عندهم
1,تقولهم
2,خاطري
4,قامت
19,تروح
4,هالعالم
36,تركي
30,العواد
27,يسيء
29,لسعوديات
2,الدرباويه
1,وينهم
1,قعد
1,يغلط
1,امهاتكم
1,الغندور
1,هدفي
2,مباره
3,انبي
5,صحيحه
4,ضربه
7,جزاء
19,يجب
8,طرد
18,صور
1,المذبحه
5,المرتزقه
1,وجنود
1,وضباط
14,امس
1,زحفهم
3,الفاشل
2,الطوال
3,حرض
8,تسلم
1,الايادي
1,وبغض
13,النظر
84,شيء
61,يبقي
1,الوحيدين
1,شتمو
1,وسخرو
1,وشغالين
6,تريقه
1,لاعبيهم
4,اصابهم
4,الاحباط
9,ومفيش
23,دعم
4,مذبحه
18,رابعه
19,قصه
12,وطن
1,تكرم
18,امه
2,يهان
1,نساؤها
1,نجي
1,لرد
17,الجميل
8,لكويت
2,احتل
16,صدام
55,الكويت
6,عهد
24,فهد
2,تعرفون
5,القصه
6,حقت
5,الغزو
6,ردت
9,خدت
33,امتي
1,هنجح
26,عايش
24,قاعد
10,امتحان
4,الميدتيرم
5,صوتها
2,اصواتنا
16,طبيعي
1,khafajia
1,❈↝❤
4,﴿
1,سـلاما
2,علـي
11,مـن
1,عينـي
2,وعيني
1,گادت
1,تجن
1,عاوزانا
11,نعمل
30,واحنا
3,نتفق
7,والرياضه
1,عمومن
2,بالنسبالنا
4,كعرب
3,علمتني
26,الاعب
2,هنركز
6,هيعمل
2,سيبوا
2,حالها
1,وخلونا
1,نتفاجئ
2,اسهر
2,طاريك
1,لمطلع
5,الشمس
7,جيت
5,بنام
10,اشتاق
87,❤️
57,كلام
1,الكتمان
2,ارقي
9,انواع
20,الوجع
55,طلعت
3,امتنان
1,حبايه
6,نعرف
1,عناوينهم
16,نجيب
2,لفه
40,خالد
1,نول
9,الرضا
1,تسهلي
1,اختباراتي
7,اقدر
50,انام
1,الانسانه
21,الوحيده
7,شايله
1,ماهاذا
1,احرزت
1,البحرينيه
1,روت
1,جيبيت
9,واقع
2,مبهر
2,q
1,تاسونامي
58,المسلمين
15,المستضعفين
47,مكان
9,وانصرهم
7,عدوك
6,وعدوهم
4,لمسلمين
9,فرجا
3,عاجلا
28,امين
13,الاهتمام
4,التقدير
4,مفتاح
5,مصدقه
3,كابوس
36,اكيد
6,العيب
11,فيا
11,عامله
6,فولو
15,لناس
4,بضان
64,كدا
4,حسيت
1,بدفا
21,غريب
2,خرا
1,كلمينا
1,تجربتك
2,يخصني
7,الباليه
7,المائي
11,تيجي
3,فقره
9,يقولي
1,نصرت
16,موسي
2,فرعون
1,فانصر
2,عبادك
2,المظلومين
1,طواغيت
10,عزيز
4,حكيم
11,ليبيا
78,اليمن
5,القدس
1,دلمها
5,هاد
7,جات
1,فشهر
25,8
4,مبتفرجش
2,والكوره
1,مبفهمهاش
36,ومش
8,فلوس
5,الافلام
15,الجديده
1,اواكب
5,العصر
48,خالص
126,افتاح
6,امنيه
6,الامنيه
2,يدوم
1,✱
8,ㅤ
5,صوتي
1,الفرقي
22,احس
2,الدمع
7,نزل
107,قطر
31,25
24,يسرق
16,يستغل
19,الفرصه
74,البلد
1,07
1,تحرض
9,والناس
1,دايخين
1,بتحرض
1,حرضوا
40,ايام
28,ثوره
6,حنين
22,يبي
29,سعود
25,كثير
8,اشياء
1,تغبن
4,يملكون
1,قلوبا
5,مليئه
4,بالمحبه
61,تكون
1,اياديهم
1,دائمه
1,مدوده
3,زياره
26,حسين
6,اغاني
29,تانيه
4,فاكره
1,k0
1,لسلطان
9,العنزي
4,موفق
8,الشبكه
6,واقعه
3,دجوكوفيتش
20,بره
1,يشوفله
4,كلبه
1,مقضياها
1,هنفرح
16,بصوت
1,عمرهم
1,فهموا
4,تابعوا
35,رياضه
3,بيتابعوا
28,تحيه
2,مسائيه
1,معطر
1,بعطر
13,الورد
15,طيبه
34,ابطال
87,العراق
2,ندعوا
1,بنصبر
2,والثبات
3,لتحرير
15,ارض
36,الوطن
1,مفوزين
1,كوبل
1,الحموضه
4,بتخلص
1,الباقه
12,بسرعه
2,اغير
1,الشريحه
4,المصريون
1,وثقافه
3,الاستسلام
1,لفشل
1,بيجو
3,مدايقه
169,جدا
25,اخري
2,يبوظ
1,يرخمو
100,اكتر
8,رايك
1,وتحسك
3,العروسه
10,واخده
1,ماتنفعش
37,طبعا
111,مكن
5,تقل
1,واشيك
1,وجاتلي
27,فرصه
1,اتجنس
1,بجنسيه
43,بلد
1,هفكر
24,لحظه
1,ارفض
5,تفتكروا
3,هياخد
18,احبت
12,شخصا
3,خذه
2,دعائك
3,علمه
2,فهكذا
2,واقرب
22,الحنين
1,يغنيه
7,السهر
1,يعتريه
1,متبلد
1,صدتك
1,اجحاف
7,غيابك
2,ماتحس
5,تحن
1,تروف
43,روح
1,عبدالسلام
3,وراها
3,اشمعنا
2,الكنترول
1,مستكتر
57,علينا
7,نام
1,مبسوطين
12,DoaElSebai
45,ربي
46,احب
1,قربه
1,ولقاءه
2,تحرمني
2,وجوده
5,بحياتي
8,وحدك
21,اعلم
5,بالقلب
4,سكع
6,نمير
4,البيان
14,نبض
2,مغرد
4,وبقوه
4,مجهول
44,رياضي
26,عاوز
2,󾌸
17,سؤال
67,عندي
37,الجنه
3,بتجيب
5,حقوق
5,بث
1,بتباع
1,بارقام
20,كبيره
2,اعلانات
14,تنام
3,عيناي
4,ينام
2,يالبعثرات
3,تهدا
5,مشتاق
17,بحبك
18,حبيبتي
1,مستنياكي
10,نار
1,صمود
45,لكل
1,ومشربش
2,سجاير
2,شيشه
1,بيحش
6,جرب
11,نوع
4,المخدرات
13,الواقع
1,البائس
6,مكه
6,تنتهي
2,اتلانتا
2,196
29,اعظم
3,نال
12,شرف
1,اشعالها
8,الاسطوره
1,الراحله
3,كلاي
13,مشهد
3,الشعله
1,ترتجف
3,يديه
2,تمحي
6,ذاكره
4,ع…
6,معندناش
1,ادني
11,اهتمام
1,بالاعيبه
1,تدريبواكيد
1,شغتي
1,بيتدرب
1,فينوصولهم
14,انجاز
1,ارزقه
9,لذه
4,والشوق
1,لقاءك
16,ارجع
4,راضيه
3,مرضيه
1,الوهيب
12,واخد
4,المصارعه
3,ايراني
19,سعيد
1,مراد
1,مطوبس
1,گلنا
5,دشتي
1,گلمه
37,حق
56,امام
5,سلطان
1,جائر
19,ملحمه
24,الكبري
4,بالامس
1,تبجح
9,الروس
3,امنه
1,لعبور
8,واليوم
6,يبحث
11,كلاب
10,النظام
8,وايران
1,لهروب
5,دخله
2,بتفكرني
1,بالاسبوع
1,الثقافي
21,فيليبس
55,2
5,ومكن
1,يزيدوا
9,مدار
58,تاريخ
9,24
2,السلانكاتيه
8,شرفت
14,✌
52,ساره
39,سمير
5,جبه
39,شعب
4,تمت
3,محاكمه
5,تحدث
22,متي
3,نحاكم
5,الفاسدين
1,ومتي
1,نتخذ
1,خطوات
4,ايجابيه
4,لقضاء
1,استشري
1,مؤسات
20,ht…
10,يتفرج
1,مسائك
54,اكبر
23,فك
12,حصار
1,درتها
2,ظلمتني
1,خويا☜♨
58,مصري
18,يرفع
36,العلم
39,السعودي
1,مولود
3,فضل
4,ترفع
7,علمها
14,يرجع
1,تـعطي
54,لمن
38,لانه
2,حتما
1,سـيخذلك
7,تعطي
1,حروفك
5,يقرا
51,بلا
5,شك
1,سيسيء
2,فهمك
1,totie
14,حازم
19,المره
4,المتناكه
14,كلب
30,مرتضي
8,بقالي
1,مرتاحه
1,كسره
9,النفس
29,لماذا
7,لازال
5,قيد
4,لازالت
8,دموعي
1,تنهمر
1,اتذكرك
3,nada
2,poyrazkarayel
3,تظل
4,ومرعوبه
9,سيء
4,بيصير
2,بيتركها
21,يموت
5,وترجع
10,تعيش
6,الشي
2,جديدوهذا
18,ال…
4,Khalfan
2,بغل
23,رئيس
10,البرلمان
3,ويش
1,دخلك
7,حارس
2,قحاب
2,متفهم
1,خمر
99,السيسي
1,يشيد
1,تجنب
1,التخريب
1,ويكافئ
1,بقرار
3,صادم
8,سيسي
1,تخريب
18,مصرين
7,قرار
3,محبوس
5,كاتب
1,روائي
4,لمده
4,سنتين
3,ناجي
52,بسب
5,فصل
3,روايه
1,والتهمه
1,خدش
2,الحياء
4,العام
1,شخر
25,احا
5,ساكت
39,الحمدله
3,وباذن
6,يفرح
3,بتحرير
22,الشام
28,بصراحه
1,مجربتش
2,بتعامل
11,اخويا
4,بمبدا
9,جاء
1,ميعاد
3,المسلسل
3,فعلي
1,السلانكسيه
16,ليله
4,ملكه
2,العيله
3,والدعم
20,الشخص
1,يعافك
1,تصرفاتك
2,وبنفس
59,الوقت
14,قادر
1,هالتصرفات
1,ماكانش
4,صربيا
8,وامريكا
28,نص
34,نهائي
20,الكره
24,الطائره
19,سيدات
1,هايبقي
31,كفايه
1,الروعه
8,برا
2,راديو
3,جوا
1,بالشقيرقصونها
1,وينيكونها
1,بمشروب
6,بفلوس
27,عم
2,بنتقد
5,جوده
4,الاغاني
24,لاني
1,وبيهمني
2,تشوفي
1,تعليقاتي
1,بيهمني
1,تقدمي
8,الافضل
1,وبتمني
1,ترجعي
1,تعاوني
1,الرفاعي
1,وقنعت
1,بالقيا
10,واول
15,نظره
4,القليل
10,الحبيب
49,شعر
8,فصيح
3,فصحي
7,ابيات
2,خالده
4,ابيات…
6,سيبك
34,حصل
33,محدش
6,قالي
1,عقبالك
6,ذعر
9,اليابان
3,انذار
1,خاطئ
1,بزلزال
1,مدمر
4,هقول
16,حاسه
32,اتفرج
45,العاب
32,القوي
2,والسباحه
9,ورفع
1,اتهموا
1,افعي
1,بالتهام
1,ماشيتهم
1,فعثروا
1,شق
1,بطنها
1,المنتفخ
4,الخيبه
11,تاتي
2,قدمنا
